-42382,-251356,14109
-41987,-251457,13934
-41058,-252245,13681
-40870,-252805,13625
-41193,-252708,13626
-41297,-252557,13966
-41592,-252374,14162
-42059,-252429,14061
-42762,-252176,13891
-42859,-252276,13969
-43196,-252005,14129
-43625,-251791,14357
-43664,-251961,14297
-43808,-251804,14046
-43636,-251468,14108
-43023,-251004,14338
-42841,-250608,14743
-42567,-250739,14451
-42552,-250529,14347
-42413,-250575,14312
-42983,-250783,13926
-43210,-250542,13921
-42628,-250210,13938
-42254,-250395,13810
-42535,-251242,13558
-42779,-251728,13595
-43905,-251625,13172
-43631,-251551,13137
-42803,-251775,13467
-42784,-251366,13805
-42634,-251421,13694
-43492,-251425,13413
-43737,-251628,13727
-43854,-251288,13714
-43683,-250883,13917
-43507,-250541,14183
-43302,-250570,14309
-43389,-250447,14341
-43184,-250732,14448
-43330,-251032,14457
-43855,-251214,14649
-44175,-251175,14977
-43867,-250766,15265
-43493,-250582,15408
-42637,-250577,14833
-42270,-250510,14517
-42099,-250227,14698
-42971,-250784,14909
-43980,-251328,13474
-44224,-250974,10630
-43384,-251211,9441
-43438,-251402,9613
-43133,-252371,10852
-43014,-253017,13473
-42563,-253487,16820
-42070,-252915,17921
-42069,-251281,15686
-42551,-249862,11972
-42328,-251192,13703
-43130,-250223,12328
-42078,-251245,14468
-41479,-251759,17189
-42256,-250091,16364
-42688,-249388,16301
-43245,-249463,16851
-44335,-249881,16478
-45489,-250009,14842
-45772,-250010,12406
-44808,-250657,12259
-43899,-251656,12632
-43575,-252456,13086
-43420,-252669,13290
-42995,-252688,13489
-42662,-252738,13766
-42257,-252954,13826
-42039,-252770,14131
-41842,-252968,14366
-41332,-253360,14047
-41228,-253404,13735
-41546,-253212,13862
-42321,-253166,13354
-43917,-257226,13680
-41333,-260154,12647
-43713,-247176,13911
-41225,-242951,16416
-40928,-246151,16433
-47388,-251272,15200
-49419,-252592,14820
-47034,-251133,14621
-44235,-250097,14646
-42717,-249448,14277
-43125,-250082,13716
-44548,-251225,13408
-44646,-251817,13429
-43747,-251756,15190
-42389,-251491,13069
-41741,-252025,12634
-41297,-252597,12435
-41156,-252816,11857
-40958,-252516,12165
-41027,-252577,11597
-41320,-252695,11704
-41399,-252361,11725
-41581,-251919,11995
-40003,-251318,11758
-41904,-252810,11542
-41989,-251740,11730
-42756,-250198,12284
-42167,-250391,12384
-42075,-251142,12391
-42144,-251590,12223
-42520,-251827,12222
-42127,-251950,12061
-41631,-251548,12144
-41471,-251251,12434
